DATE,T10Y3M
1993-05-07,2.9920000000000000
1993-05-14,2.9820000000000000
1993-05-21,3.0580000000000000
1993-05-28,3.0100000000000000
1993-06-04,2.9250000000000000
1993-06-11,2.8800000000000000
1993-06-18,2.8400000000000000
1993-06-25,2.7240000000000000
1993-07-02,2.7120000000000000
1993-07-09,2.6825000000000000
1993-07-16,2.6460000000000000
1993-07-23,2.6860000000000000
1993-07-30,2.7420000000000000
1993-08-06,2.7140000000000000
1993-08-13,2.6820000000000000
1993-08-20,2.5960000000000000
1993-08-27,2.4460000000000000
1993-09-03,2.3560000000000000
1993-09-10,2.2525000000000000
1993-09-17,2.3280000000000000
1993-09-24,2.4480000000000000
1993-10-01,2.3600000000000000
1993-10-08,2.2820000000000000
1993-10-15,2.1450000000000000
1993-10-22,2.1940000000000000
1993-10-29,2.3040000000000000
1993-11-05,2.4940000000000000
1993-11-12,2.5000000000000000
1993-11-19,2.5360000000000000
1993-11-26,2.6400000000000000
1993-12-03,2.6120000000000000
1993-12-10,2.5620000000000000
1993-12-17,2.7120000000000000
1993-12-24,2.6475000000000000
1993-12-31,2.6760000000000000
1994-01-07,2.7200000000000000
1994-01-14,2.6540000000000000
1994-01-21,2.7125000000000000
1994-01-28,2.7500000000000000
1994-02-04,2.6420000000000000
1994-02-11,2.6140000000000000
1994-02-18,2.6060000000000000
1994-02-25,2.7175000000000000
1994-03-04,2.7360000000000000
1994-03-11,2.8040000000000000
1994-03-18,2.8420000000000000
1994-03-25,2.9360000000000000
1994-04-01,3.1500000000000000
1994-04-08,3.2720000000000000
1994-04-15,3.2720000000000000
1994-04-22,3.1920000000000000
1994-04-29,2.9900000000000000
1994-05-06,3.0040000000000000
1994-05-13,3.0560000000000000
1994-05-20,2.7760000000000000
1994-05-27,2.8380000000000000
1994-06-03,2.8200000000000000
1994-06-10,2.7400000000000000
1994-06-17,2.8500000000000000
1994-06-24,2.8860000000000000
1994-07-01,2.9940000000000000
1994-07-08,2.9225000000000000
1994-07-15,2.8660000000000000
1994-07-22,2.8080000000000000
1994-07-29,2.7500000000000000
1994-08-05,2.6760000000000000
1994-08-12,2.7860000000000000
1994-08-19,2.5280000000000000
1994-08-26,2.5800000000000000
1994-09-02,2.5140000000000000
1994-09-09,2.6450000000000000
1994-09-16,2.7160000000000000
1994-09-23,2.7000000000000000
1994-09-30,2.8200000000000000
1994-10-07,2.6500000000000000
1994-10-14,2.5900000000000000
1994-10-21,2.6260000000000000
1994-10-28,2.6980000000000000
1994-11-04,2.6900000000000000
1994-11-11,2.6175000000000000
1994-11-18,2.4700000000000000
1994-11-25,2.4325000000000000
1994-12-02,2.1920000000000000
1994-12-09,1.9020000000000000
1994-12-16,1.9900000000000000
1994-12-23,2.1760000000000000
1994-12-30,2.1150000000000000
1995-01-06,1.9675000000000000
1995-01-13,1.9620000000000000
1995-01-20,1.8575000000000000
1995-01-27,1.8320000000000000
1995-02-03,1.6140000000000000
1995-02-10,1.5920000000000000
1995-02-17,1.5620000000000000
1995-02-24,1.4800000000000000
1995-03-03,1.3420000000000000
1995-03-10,1.4040000000000000
1995-03-17,1.18200000000000000000
1995-03-24,1.2580000000000000
1995-03-31,1.2880000000000000
1995-04-07,1.2280000000000000
1995-04-14,1.2600000000000000
1995-04-21,1.2440000000000000
1995-04-28,1.17400000000000000000
1995-05-05,1.09400000000000000000
1995-05-12,0.83400000000000000000
1995-05-19,0.71800000000000000000
1995-05-26,0.61200000000000000000
1995-06-02,0.50750000000000000000
1995-06-09,0.46800000000000000000
1995-06-16,0.55800000000000000000
1995-06-23,0.51200000000000000000
1995-06-30,0.58000000000000000000
1995-07-07,0.51500000000000000000
1995-07-14,0.53800000000000000000
1995-07-21,0.76600000000000000000
1995-07-28,0.85400000000000000000
1995-08-04,0.89000000000000000000
1995-08-11,0.93600000000000000000
1995-08-18,0.96000000000000000000
1995-08-25,0.94400000000000000000
1995-09-01,0.83800000000000000000
1995-09-08,0.70250000000000000000
1995-09-15,0.68600000000000000000
1995-09-22,0.80200000000000000000
1995-09-29,0.85000000000000000000
1995-10-06,0.62000000000000000000
1995-10-13,0.58750000000000000000
1995-10-20,0.55600000000000000000
1995-10-27,0.65200000000000000000
1995-11-03,0.50800000000000000000
1995-11-10,0.42800000000000000000
1995-11-17,0.41400000000000000000
1995-11-24,0.41750000000000000000
1995-12-01,0.32400000000000000000
1995-12-08,0.19800000000000000000
1995-12-15,0.32200000000000000000
1995-12-22,0.62000000000000000000
1995-12-29,0.59750000000000000000
1996-01-05,0.43500000000000000000
1996-01-12,0.55800000000000000000
1996-01-19,0.45500000000000000000
1996-01-26,0.52600000000000000000
1996-02-02,0.56600000000000000000
1996-02-09,0.71800000000000000000
1996-02-16,0.73200000000000000000
1996-02-23,1.00250000000000000000
1996-03-01,1.06000000000000000000
1996-03-08,1.06000000000000000000
1996-03-15,1.2680000000000000
1996-03-22,1.2180000000000000
1996-03-29,1.17000000000000000000
1996-04-05,1.19200000000000000000
1996-04-12,1.5060000000000000
1996-04-19,1.5420000000000000
1996-04-26,1.4300000000000000
1996-05-03,1.6040000000000000
1996-05-10,1.6860000000000000
1996-05-17,1.5300000000000000
1996-05-24,1.4680000000000000
1996-05-31,1.5900000000000000
1996-06-07,1.6240000000000000
1996-06-14,1.7360000000000000
1996-06-21,1.7160000000000000
1996-06-28,1.6460000000000000
1996-07-05,1.5600000000000000
1996-07-12,1.6460000000000000
1996-07-19,1.5360000000000000
1996-07-26,1.5480000000000000
1996-08-02,1.4580000000000000
1996-08-09,1.3620000000000000
1996-08-16,1.3880000000000000
1996-08-23,1.4640000000000000
1996-08-30,1.6100000000000000
1996-09-06,1.6175000000000000
1996-09-13,1.6040000000000000
1996-09-20,1.5520000000000000
1996-09-27,1.6120000000000000
1996-10-04,1.5500000000000000
1996-10-11,1.4280000000000000
1996-10-18,1.3975000000000000
1996-10-25,1.4080000000000000
1996-11-01,1.2600000000000000
1996-11-08,1.12400000000000000000
1996-11-15,1.01250000000000000000
1996-11-22,0.98600000000000000000
1996-11-29,0.96000000000000000000
1996-12-06,1.10000000000000000000
1996-12-13,1.3560000000000000
1996-12-20,1.3900000000000000
1996-12-27,1.23750000000000000000
1997-01-03,1.2550000000000000
1997-01-10,1.4140000000000000
1997-01-17,1.4180000000000000
1997-01-24,1.4050000000000000
1997-01-31,1.4400000000000000
1997-02-07,1.3360000000000000
1997-02-14,1.2300000000000000
1997-02-21,1.22500000000000000000
1997-02-28,1.3080000000000000
1997-03-07,1.3640000000000000
1997-03-14,1.4140000000000000
1997-03-21,1.4260000000000000
1997-03-28,1.4025000000000000
1997-04-04,1.5900000000000000
1997-04-11,1.6460000000000000
1997-04-18,1.5960000000000000
1997-04-25,1.5500000000000000
1997-05-02,1.4660000000000000
1997-05-09,1.4880000000000000
1997-05-16,1.4820000000000000
1997-05-23,1.4800000000000000
1997-05-30,1.6650000000000000
1997-06-06,1.5300000000000000
1997-06-13,1.5060000000000000
1997-06-20,1.3460000000000000
1997-06-27,1.3420000000000000
1997-07-04,1.23000000000000000000
1997-07-11,1.12800000000000000000
1997-07-18,1.02400000000000000000
1997-07-25,0.95600000000000000000
1997-08-01,0.85800000000000000000
1997-08-08,0.96600000000000000000
1997-08-15,1.01600000000000000000
1997-08-22,1.02000000000000000000
1997-08-29,1.09400000000000000000
1997-09-05,1.17000000000000000000
1997-09-12,1.2120000000000000
1997-09-19,1.05200000000000000000
1997-09-26,1.10200000000000000000
1997-10-03,0.99000000000000000000
1997-10-10,0.94200000000000000000
1997-10-17,1.04000000000000000000
1997-10-24,0.97200000000000000000
1997-10-31,0.71600000000000000000
1997-11-07,0.64200000000000000000
1997-11-14,0.59250000000000000000
1997-11-21,0.55000000000000000000
1997-11-28,0.59000000000000000000
1997-12-05,0.59000000000000000000
1997-12-12,0.64400000000000000000
1997-12-19,0.51200000000000000000
1997-12-26,0.32750000000000000000
1998-01-02,0.35000000000000000000
1998-01-09,0.31800000000000000000
